Tiuribis,Snatchpd,jaum22,hello_mrthompson,Desperate_Tadpole545,leofedeno,neverpostnorcomment,CebolitosLover,Due-Ring-1258,smegma_yogurt,brotocarioca,lordcanarin,burnermanx,RogueBromeliad,KidAInRainbowsOk,slimpedroca,notimano,Misantropicalia,DeepNavyBlue,OptimalSurprise9437,RakonHenri,Percilia,mxosborn,Opistoleiro666,pororoca_surfer
1695003524.0,1701704215.0,1701648584.0,1700325696.0,1698666986.0,1676405313.0,1696439411.0,1700735687.0,1701971682.0,1698176183.0,1700603125.0,1694135354.0,1701174570.0,1701723729.0,1701374571.0,1697801879.0,1699223892.0,1697330400.0,1701885756.0,1685179054.0,1701114613.0,1650741683.0,1701955562.0,1692497148.0,1701108325.0
1695003370.0,1701699690.0,1701640686.0,1700189092.0,1698666826.0,1676405072.0,1696422954.0,1700735643.0,1701971351.0,1698174301.0,1700602688.0,1694134921.0,1701109657.0,1701721265.0,1701374511.0,1697800637.0,1699222861.0,1697161710.0,1701885675.0,1685178332.0,1701084416.0,1650334376.0,1701955485.0,1692486875.0,1701099438.0
1695002934.0,1701699048.0,1701637812.0,1700188756.0,1698631980.0,1676403743.0,1696356269.0,1700440303.0,1701965529.0,1698165951.0,1700602575.0,1694109191.0,1701037720.0,1701720985.0,1701372157.0,1697554215.0,1699222688.0,1696987928.0,1701885572.0,1685172855.0,1701054903.0,1650236434.0,1701955316.0,1692455013.0,1701080529.0
1695001649.0,1701696333.0,1701632626.0,1700183190.0,1698616616.0,1676394586.0,1696209256.0,1700434923.0,1701959318.0,1698165902.0,1700602527.0,1693983453.0,1700612796.0,1701720761.0,1701371925.0,1697538830.0,1699045902.0,1696975326.0,1701885272.0,1684878510.0,1701050211.0,1650202691.0,1701954842.0,1692454999.0,1701080377.0
1694867355.0,1701695970.0,1701629827.0,1700099490.0,1698616029.0,1676393348.0,1695907443.0,1700431887.0,1701959119.0,1698102162.0,1700602489.0,1693760705.0,1700590185.0,1701720600.0,1701371803.0,1697538787.0,1699045890.0,1696808988.0,1701885017.0,1684851568.0,1701049980.0,1649377864.0,1701954773.0,1692454809.0,1701079524.0
1694810039.0,1701695810.0,1701625053.0,1700099299.0,1698615858.0,1676380495.0,1695818699.0,1700402807.0,1701959025.0,1697995373.0,1700602386.0,1693715406.0,1700528340.0,1701715124.0,1701371692.0,1697491626.0,1699012374.0,1696808757.0,1701875351.0,1684835764.0,1701049958.0,1648488489.0,1701954494.0,1692382800.0,1701078816.0
1694707336.0,1701693987.0,1701624432.0,1700087249.0,1698603737.0,1676380485.0,1695774284.0,1700354022.0,1701958963.0,1697907247.0,1700602315.0,1693678784.0,1700484371.0,1701714789.0,1701371308.0,1697456582.0,1699012065.0,1696807912.0,1701875008.0,1684835125.0,1701027764.0,1648169248.0,1701954343.0,1692374090.0,1701078647.0
1694644148.0,1701691450.0,1701624187.0,1700077430.0,1698603483.0,1676380478.0,1695755358.0,1700353911.0,1701958388.0,1697744329.0,1700602190.0,1693629611.0,1700484201.0,1701714681.0,1701371075.0,1697219593.0,1698875505.0,1696784848.0,1701874939.0,1684824961.0,1701027436.0,1648165766.0,1701954259.0,1692320296.0,1701078305.0
1694604551.0,1701688360.0,1701622024.0,1700059217.0,1698521773.0,1676380361.0,1695748072.0,1700347169.0,1701958125.0,1697743348.0,1700601971.0,1693628962.0,1700483486.0,1701713682.0,1701371035.0,1697042935.0,1698846014.0,1696717265.0,1701874652.0,1684148449.0,1701018411.0,1647899609.0,1701954139.0,1692320219.0,1701077083.0
1694517332.0,1701653936.0,1701621743.0,1700058827.0,1698418991.0,1676380251.0,1695728607.0,1700336470.0,1701955079.0,1697742742.0,1700601865.0,1693628125.0,1700483333.0,1701713593.0,1701370815.0,1696882062.0,1698838729.0,1696699138.0,1701873944.0,1683862049.0,1701018377.0,1647899304.0,1701953569.0,1690653381.0,1701061778.0
1694515908.0,1701641947.0,1701621329.0,1700013530.0,1698408872.0,1676379852.0,1694530524.0,1700336290.0,1701955003.0,1697516678.0,1700601656.0,1693627727.0,1699906943.0,1701712604.0,1701370600.0,1696686527.0,1698799705.0,1696650022.0,1701873790.0,1683737740.0,1701018345.0,1647711106.0,1701953444.0,1690488219.0,1701061715.0
1694492076.0,1701638355.0,1701620135.0,1699972802.0,1698378443.0,1676348561.0,1694272482.0,1700329642.0,1701949025.0,1697499598.0,1700601172.0,1693602730.0,1699906875.0,1701712352.0,1701370477.0,1696684702.0,1698797307.0,1696638209.0,1701873702.0,1683735469.0,1701018290.0,1647710937.0,1701953191.0,1689688221.0,1701061541.0
1694488227.0,1701637255.0,1701579431.0,1699921252.0,1698377853.0,1676348171.0,1693099697.0,1700313667.0,1701915238.0,1697414365.0,1700448083.0,1693366215.0,1699903821.0,1701687608.0,1701368792.0,1696625134.0,1698794501.0,1696636269.0,1701873530.0,1683735362.0,1701018242.0,1647675668.0,1701953131.0,1689682475.0,1701061465.0
1694398589.0,1701629445.0,1701578187.0,1699834192.0,1698366144.0,1676347761.0,1692892443.0,1700306820.0,1701915194.0,1697412639.0,1700447271.0,1692861489.0,1699899014.0,1701687443.0,1701322425.0,1696620888.0,1698794287.0,1696635675.0,1701871338.0,1683734377.0,1701000857.0,1647556940.0,1701952897.0,1689536741.0,1701061281.0
1694305602.0,1701628693.0,1701577725.0,1699833532.0,1698365837.0,1676347663.0,1692891635.0,1700306762.0,1701896717.0,1697412436.0,1700441530.0,1692845558.0,1699883180.0,1701686334.0,1701322076.0,1696614384.0,1698784446.0,1696635644.0,1701870971.0,1683734112.0,1700946978.0,1647472225.0,1701952746.0,1689346502.0,1701061199.0
1694273520.0,1701575651.0,1701577275.0,1699827192.0,1698351607.0,1676328913.0,1691887192.0,1700274530.0,1701896583.0,1697412289.0,1700310653.0,1692845328.0,1699759794.0,1701686267.0,1701310300.0,1696613782.0,1698713557.0,1696635439.0,1701870210.0,1683732641.0,1700946706.0,1647472076.0,1701952650.0,1688771060.0,1701060770.0
1694130737.0,1701548772.0,1701577075.0,1699827107.0,1698337856.0,1676323266.0,1691278455.0,1700273289.0,1701894071.0,1697300031.0,1700310248.0,1692844963.0,1699711801.0,1701685619.0,1701309948.0,1696604665.0,1698713312.0,1696634048.0,1701869512.0,1683730854.0,1700922137.0,1647233347.0,1701952455.0,1688727102.0,1701060635.0
1694044817.0,1701541303.0,1701576886.0,1699759724.0,1698200899.0,1676322913.0,1690551331.0,1700173643.0,1701890959.0,1697213950.0,1700220328.0,1692843324.0,1699655246.0,1701685364.0,1701309736.0,1696603535.0,1698712996.0,1696632935.0,1701869026.0,1683722364.0,1700922105.0,1647034869.0,1701951979.0,1688694719.0,1701051245.0
1693956611.0,1701467250.0,1701573455.0,1699717520.0,1698200662.0,1676322855.0,1690416982.0,1700140058.0,1701887810.0,1697053991.0,1700186217.0,1692759246.0,1699588189.0,1701684877.0,1701309691.0,1696543501.0,1698502675.0,1696632731.0,1701868854.0,1683718211.0,1700921730.0,1647034454.0,1701951674.0,1688300522.0,1700971835.0
1693873923.0,1701466413.0,1701532676.0,1699709043.0,1698171923.0,1676322422.0,1687369102.0,1700139906.0,1701865872.0,1696733975.0,1700185665.0,1692748813.0,1699575022.0,1701684723.0,1701286130.0,1696537498.0,1698359118.0,1696631972.0,1701868535.0,1683715812.0,1700921697.0,1646606470.0,1701951568.0,1688299837.0,1700971722.0
1693481512.0,1701462001.0,1701523315.0,1699672487.0,1698171624.0,1676321627.0,1687211887.0,1700136849.0,1701865736.0,1696566701.0,1700180426.0,1692687655.0,1699540651.0,1701684543.0,1701286022.0,1696536039.0,1698358989.0,1696631537.0,1701867753.0,1683715238.0,1700921638.0,1646501329.0,1701951292.0,1686870815.0,1700970301.0
1693136692.0,1701452596.0,1701523192.0,1699670608.0,1697910850.0,1676320869.0,1687116141.0,1700136769.0,1701865634.0,1696521807.0,1700179775.0,1692561788.0,1699500891.0,1701683635.0,1701286000.0,1696531048.0,1698348109.0,1696630530.0,1701867418.0,1683653180.0,1700921311.0,1646501249.0,1701950918.0,1686870269.0,1700911844.0
1693061512.0,1701451803.0,1701523174.0,1699666586.0,1697819317.0,1676316966.0,1686517469.0,1700135199.0,1701865445.0,1696200637.0,1700176511.0,1692392791.0,1699471971.0,1701683565.0,1701285657.0,1696529376.0,1698348019.0,1696630475.0,1701867087.0,1683508365.0,1700921025.0,1646495575.0,1701950743.0,1685729811.0,1700911416.0
1692992284.0,1701451550.0,1701477882.0,1699661988.0,1697752012.0,1676312551.0,1686143434.0,1700135148.0,1701865321.0,1695915339.0,1700169418.0,1692392077.0,1699465117.0,1701683406.0,1701284917.0,1696509102.0,1698347591.0,1696630354.0,1701866608.0,1683372666.0,1700920990.0,1646149482.0,1701950626.0,1685585395.0,1700911247.0
1692966197.0,1701450881.0,1701477649.0,1699630742.0,1697684330.0,1676302874.0,1686068641.0,1700134923.0,1701852444.0,1695318469.0,1700168639.0,1692391617.0,1699391762.0,1701683193.0,1701273485.0,1696508409.0,1698336183.0,1696630157.0,1701866416.0,1683371946.0,1700849456.0,1646071213.0,1701950415.0,1685500158.0,1700884835.0
1692938280.0,1701450751.0,1701466566.0,1699630631.0,1697683334.0,1676302544.0,1685920821.0,1700134860.0,1701852279.0,1695317960.0,1700167471.0,1691970336.0,1699391330.0,1701682109.0,1701273095.0,1696507691.0,1698334777.0,1696628771.0,1701866068.0,1683308491.0,1700756314.0,1646059746.0,1701950186.0,1685488925.0,1700838200.0
1692822979.0,1701444721.0,1701458374.0,1699553832.0,1697683250.0,1676299161.0,1685920761.0,1700134752.0,1701820460.0,1695314905.0,1700084526.0,1691969999.0,1699391033.0,1701682050.0,1701222120.0,1696367055.0,1698271311.0,1696627035.0,1701865684.0,1683308227.0,1700737776.0,1645966105.0,1701949649.0,1685464233.0,1700837107.0
1692716419.0,1701443579.0,1701444219.0,1699533303.0,1697682506.0,1676297667.0,1685652343.0,1700095938.0,1701815513.0,1695313000.0,1700084321.0,1691953169.0,1699390738.0,1701679442.0,1701221974.0,1696102841.0,1698270715.0,1696626610.0,1701865473.0,1682978532.0,1700695411.0,1645224690.0,1701949577.0,1685462338.0,1700828844.0
1692715976.0,1701440079.0,1701444108.0,1699532341.0,1697554764.0,1676297472.0,1685645035.0,1700095909.0,1701814706.0,1695312840.0,1700084119.0,1691952293.0,1699390360.0,1701678762.0,1701215016.0,1696091115.0,1698265279.0,1696625658.0,1701864642.0,1682941071.0,1700686059.0,1644316145.0,1701949487.0,1685394963.0,1700828611.0
1692483754.0,1701439447.0,1701444043.0,1699503395.0,1697506679.0,1676297150.0,1685641238.0,1700095832.0,1701814631.0,1695304236.0,1700002158.0,1691951968.0,1699383464.0,1701677926.0,1701209656.0,1696091063.0,1698264903.0,1696613524.0,1701864479.0,1682868280.0,1700673511.0,1644277470.0,1701948394.0,1685323785.0,1700821925.0
1692398710.0,1701439057.0,1701430264.0,1699401979.0,1697426463.0,1676295902.0,1685629964.0,1700092848.0,1701814449.0,1695302094.0,1700002040.0,1691873690.0,1699383151.0,1701675527.0,1701203521.0,1696082889.0,1698162996.0,1696549675.0,1701863191.0,1682715196.0,1700671128.0,1643565832.0,1701947834.0,1685310557.0,1700806904.0
1692375652.0,1701431307.0,1701428091.0,1699401670.0,1697426423.0,1676251877.0,1685626453.0,1700091810.0,1701803994.0,1695302072.0,1700000930.0,1691868447.0,1699380811.0,1701656669.0,1701203417.0,1696076857.0,1698150700.0,1696358858.0,1701862943.0,1682551996.0,1700664001.0,1643159107.0,1701947609.0,1685048823.0,1700800489.0
1692228771.0,1701431153.0,1701399614.0,1699307767.0,1697424498.0,1676249066.0,1685625990.0,1700091699.0,1701803022.0,1695301954.0,1700000608.0,1690653681.0,1699312147.0,1701653810.0,1701203353.0,1696012990.0,1698150053.0,1696358029.0,1701862560.0,1682551906.0,1700663982.0,1642204730.0,1701947207.0,1685030423.0,1700792173.0
1691105705.0,1701431110.0,1701399371.0,1699306640.0,1697419838.0,1676243841.0,1685624698.0,1700091315.0,1701797849.0,1695298843.0,1699999412.0,1689910834.0,1699312074.0,1701613419.0,1701203269.0,1695997909.0,1698077899.0,1696260509.0,1701860994.0,1682548485.0,1700653381.0,1641855107.0,1701945179.0,1684965818.0,1700781766.0
1690951525.0,1701351549.0,1701393167.0,1699306006.0,1697415003.0,1676243536.0,1685489603.0,1700091276.0,1701797539.0,1695298803.0,1699998511.0,1689910569.0,1699297869.0,1701613018.0,1701199977.0,1695995251.0,1697917666.0,1696182300.0,1701860758.0,1682393181.0,1700591281.0,1640628081.0,1701944973.0,1684703308.0,1700781339.0
1690922826.0,1701351070.0,1701391731.0,1699285539.0,1697388620.0,1676239412.0,1685467973.0,1700088525.0,1701794489.0,1695289620.0,1699998266.0,1689537470.0,1699242393.0,1701610541.0,1701199865.0,1695935057.0,1697912300.0,1696172282.0,1701846053.0,1682266042.0,1700591242.0,1640298196.0,1701944898.0,1684444404.0,1700776597.0
1690900743.0,1701271041.0,1701390708.0,1699241295.0,1697337133.0,1676232366.0,1685454125.0,1700088153.0,1701793700.0,1695289579.0,1699810809.0,1689537297.0,1699241643.0,1701594678.0,1701198836.0,1695912721.0,1697899428.0,1696170551.0,1701813131.0,1682265468.0,1700590845.0,1640296805.0,1701944851.0,1684279236.0,1700776265.0
1690825343.0,1701218510.0,1701386789.0,1699237404.0,1697325729.0,1676221974.0,1685451991.0,1700085197.0,1701793624.0,1695289322.0,1699810715.0,1689536820.0,1698849154.0,1701592805.0,1701198777.0,1695912619.0,1697899281.0,1696169709.0,1701799843.0,1682258549.0,1700590816.0,1639331610.0,1701944564.0,1684255112.0,1700776239.0
1690746596.0,1701197563.0,1701383185.0,1699218676.0,1697308086.0,1676220941.0,1685282808.0,1700078541.0,1701793587.0,1695281792.0,1699810676.0,1689534786.0,1698808752.0,1701592655.0,1701195691.0,1695910851.0,1697897567.0,1696098050.0,1701790890.0,1682241205.0,1700577251.0,1639225943.0,1701944552.0,1684253782.0,1700776196.0
1690496755.0,1701169935.0,1701380758.0,1699216573.0,1697253595.0,1676219255.0,1684960239.0,1700063815.0,1701784095.0,1695259934.0,1699810612.0,1689534293.0,1698802034.0,1701592384.0,1701194495.0,1695902274.0,1697894270.0,1696094888.0,1701790781.0,1682223445.0,1700577229.0,1638727331.0,1701944459.0,1684253742.0,1700775050.0
1690477117.0,1701102998.0,1701379769.0,1699216493.0,1697251640.0,1676218594.0,1684937335.0,1700044108.0,1701784014.0,1695259691.0,1699810515.0,1689533724.0,1698801964.0,1701591940.0,1701193671.0,1695898929.0,1697894261.0,1696091928.0,1701774698.0,1682127144.0,1700577166.0,1638316412.0,1701944147.0,1683914889.0,1700744804.0
1690467763.0,1701102059.0,1701359239.0,1699211782.0,1697232373.0,1676218316.0,1684779637.0,1700043903.0,1701782095.0,1695259222.0,1699757535.0,1689532263.0,1698801901.0,1701591793.0,1701192920.0,1695745332.0,1697590193.0,1696001666.0,1701774156.0,1682124896.0,1700577149.0,1637206461.0,1701943763.0,1683907502.0,1700717495.0
1690311055.0,1701101791.0,1701359144.0,1699210015.0,1697230254.0,1676217780.0,1684435353.0,1699959714.0,1701781236.0,1695253857.0,1699757255.0,1689531380.0,1698801690.0,1701591404.0,1701192841.0,1695743482.0,1697590066.0,1695941393.0,1701717138.0,1682036518.0,1700570373.0,1636324612.0,1701943560.0,1683903229.0,1700711820.0
1690288741.0,1701100500.0,1701355635.0,1699208455.0,1697229554.0,1676217329.0,1684284528.0,1699919145.0,1701781172.0,1695253600.0,1699757116.0,1689281589.0,1698801355.0,1701591059.0,1701192599.0,1695735044.0,1697583791.0,1695928506.0,1701653467.0,1682011990.0,1700563312.0,1634565235.0,1701943259.0,1683900980.0,1700705004.0
1690259133.0,1701097844.0,1701355394.0,1699203772.0,1697209455.0,1675992841.0,1684283999.0,1699918963.0,1701781101.0,1695253522.0,1699756945.0,1689196328.0,1698800774.0,1701590826.0,1701192510.0,1695685026.0,1697578806.0,1695864972.0,1701652458.0,1682010621.0,1700563275.0,1634491991.0,1701943031.0,1683845754.0,1700690617.0
1690259058.0,1701097374.0,1701355253.0,1699203250.0,1697209431.0,1675956206.0,1684070456.0,1699891595.0,1701781017.0,1695249828.0,1699750333.0,1689112622.0,1698800493.0,1701526787.0,1701192324.0,1695663318.0,1697565145.0,1695864608.0,1701646231.0,1682009213.0,1700563223.0,1633976841.0,1701942866.0,1683735754.0,1700688834.0
1689953102.0,1701097090.0,1701355211.0,1699203221.0,1697205497.0,1675955164.0,1684003635.0,1699883048.0,1701779437.0,1695249545.0,1699750174.0,1689112328.0,1698760330.0,1701526503.0,1701192195.0,1695663283.0,1697565000.0,1695825583.0,1701641966.0,1681985879.0,1700537678.0,1633976778.0,1701942256.0,1683735289.0,1700639372.0
1689651508.0,1701094923.0,1701354699.0,1699203171.0,1697205082.0,1675897261.0,1683983220.0,1699880460.0,1701774262.0,1695234484.0,1699749957.0,1689111993.0,1698760105.0,1701526205.0,1701192044.0,1695412872.0,1697065061.0,1695775868.0,1701631255.0,1681985543.0,1700516799.0,1633976567.0,1701941690.0,1683592296.0,1700639050.0
1689642429.0,1701086837.0,1701353969.0,1699202716.0,1697140803.0,1675896789.0,1683819223.0,1699880392.0,1701743520.0,1695234401.0,1699578533.0,1688866860.0,1698760056.0,1701508674.0,1701121686.0,1695395072.0,1696972014.0,1695576842.0,1701617460.0,1681955068.0,1700482779.0,1633976514.0,1701941644.0,1683484274.0,1700638754.0
1689606721.0,1701004605.0,1701353918.0,1699126289.0,1697128638.0,1675829333.0,1683675381.0,1699840751.0,1701738037.0,1695233879.0,1699578404.0,1688866274.0,1698759983.0,1701503582.0,1701115445.0,1695382461.0,1696961126.0,1695563454.0,1701616572.0,1681955009.0,1700446506.0,1633921462.0,1701939636.0,1683484259.0,1700605991.0
1689383602.0,1700939975.0,1701344789.0,1699125198.0,1697048636.0,1675829146.0,1683554406.0,1699832984.0,1701724760.0,1695233570.0,1699577941.0,1688865944.0,1698691084.0,1701475413.0,1701112716.0,1695381669.0,1696959162.0,1695516107.0,1701616208.0,1681954563.0,1700446487.0,1633921390.0,1701939374.0,1683474456.0,1700605340.0
1689331823.0,1700935151.0,1701344750.0,1699059152.0,1697000816.0,1675828972.0,1683148045.0,1699804969.0,1701721687.0,1695233385.0,1699575530.0,1688850995.0,1698504785.0,1701475214.0,1701112002.0,1695381609.0,1696958995.0,1695515390.0,1701615775.0,1681804881.0,1700276769.0,1633921307.0,1701931924.0,1683311491.0,1700604088.0
1689209259.0,1700920788.0,1701344592.0,1699019689.0,1697000504.0,1675802538.0,1683148017.0,1699790849.0,1701716010.0,1695231974.0,1699575480.0,1688846768.0,1698504634.0,1701474434.0,1701111877.0,1695323107.0,1696958935.0,1695514846.0,1701615444.0,1681591891.0,1700276733.0,1633921007.0,1701931688.0,1683299651.0,1700603454.0
1689206172.0,1700872956.0,1701323814.0,1698982715.0,1697000078.0,1675800753.0,1683147639.0,1699718579.0,1701713684.0,1695231259.0,1699575138.0,1688845346.0,1698435126.0,1701464569.0,1701111775.0,1695318962.0,1696958920.0,1695514719.0,1701614182.0,1681396108.0,1700276709.0,1633920739.0,1701931320.0,1683243890.0,1700560966.0
1689026224.0,1700855050.0,1701316576.0,1698982587.0,1696999024.0,1675785478.0,1683073581.0,1699668140.0,1701705174.0,1695164628.0,1699573320.0,1688680999.0,1698434779.0,1701464380.0,1701111435.0,1695305476.0,1696899966.0,1695513138.0,1701613703.0,1681261993.0,1700276603.0,1633476699.0,1701930984.0,1683243878.0,1700560779.0
1689013092.0,1700854272.0,1701310692.0,1698960475.0,1696994578.0,1675724758.0,1683044807.0,1699663023.0,1701703105.0,1695147190.0,1699573035.0,1688619825.0,1698427574.0,1701443934.0,1701048240.0,1695294986.0,1696883089.0,1695508970.0,1701612910.0,1681060569.0,1700236526.0,1632965079.0,1701930542.0,1683236814.0,1700560588.0
1688956138.0,1700854181.0,1701310497.0,1698850079.0,1696994403.0,1675724313.0,1683044629.0,1699662949.0,1701694721.0,1695147052.0,1699572853.0,1688533010.0,1698374201.0,1701442776.0,1701045508.0,1695210783.0,1696697350.0,1695323620.0,1701612531.0,1681058922.0,1700236193.0,1632879503.0,1701929906.0,1683235783.0,1700559954.0
1688955192.0,1700852406.0,1701310172.0,1698805111.0,1696965468.0,1675710467.0,1683040463.0,1699614330.0,1701694282.0,1695146955.0,1699572593.0,1688501402.0,1698370861.0,1701442650.0,1701045303.0,1695153796.0,1696696598.0,1695225432.0,1701612327.0,1681056061.0,1700236165.0,1632877457.0,1701924054.0,1683235081.0,1700540856.0
1688880399.0,1700845578.0,1701301657.0,1698804859.0,1696863182.0,1675709522.0,1682883629.0,1699614234.0,1701680705.0,1695146724.0,1699572550.0,1688425665.0,1698370762.0,1701442452.0,1701043503.0,1695138601.0,1696696222.0,1695152204.0,1701612171.0,1680955851.0,1700164985.0,1632784861.0,1701892270.0,1683229728.0,1700539740.0
1688871044.0,1700827497.0,1701301611.0,1698800663.0,1696644247.0,1675654885.0,1682866861.0,1699582596.0,1701679475.0,1695146665.0,1699571391.0,1688420207.0,1698370688.0,1701441986.0,1701043192.0,1695128962.0,1696534882.0,1695117788.0,1701611689.0,1680894287.0,1700161589.0,1632784097.0,1701889671.0,1683206873.0,1700539305.0
1688870766.0,1700782940.0,1701299457.0,1698800494.0,1696626019.0,1675651353.0,1682359989.0,1699571871.0,1701679315.0,1695090406.0,1699499569.0,1688369264.0,1698370140.0,1701427561.0,1701043098.0,1695112116.0,1696521569.0,1694986270.0,1701610351.0,1680882914.0,1700161404.0,1632783203.0,1701887635.0,1683151518.0,1700532299.0
1688869862.0,1700773343.0,1701296568.0,1698800339.0,1696544510.0,1675651167.0,1682345348.0,1699562619.0,1701651468.0,1695089050.0,1699497689.0,1688316427.0,1698370041.0,1701427184.0,1701042889.0,1695075876.0,1696521157.0,1694976090.0,1701563313.0,1680866958.0,1700161382.0,1632764919.0,1701887418.0,1683143697.0,1700531380.0
1688865706.0,1700771000.0,1701291352.0,1698800099.0,1696477017.0,1675642132.0,1682293939.0,1699555238.0,1701651382.0,1695088954.0,1699496564.0,1688255669.0,1698369899.0,1701425553.0,1701042745.0,1695048800.0,1696272854.0,1694974099.0,1701562944.0,1680834153.0,1700148465.0,1632668536.0,1701887233.0,1683122913.0,1700530254.0
1688781605.0,1700765515.0,1701288064.0,1698799852.0,1696476834.0,1675634462.0,1682263681.0,1699543934.0,1701633933.0,1695088685.0,1699290037.0,1688245712.0,1698168933.0,1701425307.0,1701042549.0,1694872069.0,1696164862.0,1694973272.0,1701562809.0,1680834098.0,1700134838.0,1632625237.0,1701882445.0,1683119960.0,1700512016.0
1688600234.0,1700753968.0,1701282819.0,1698799786.0,1696355579.0,1675634402.0,1681859220.0,1699542937.0,1701633699.0,1695087608.0,1699289982.0,1688022420.0,1698168889.0,1701425174.0,1701042457.0,1694782170.0,1696164798.0,1694968855.0,1701557919.0,1680833829.0,1700134802.0,1632624779.0,1701881581.0,1683117530.0,1700511161.0
1688586861.0,1700753674.0,1701274957.0,1698799765.0,1696340127.0,1675622774.0,1681648910.0,1699534280.0,1701614544.0,1695080489.0,1699289915.0,1688007493.0,1698168766.0,1701423472.0,1701035254.0,1694706320.0,1696163845.0,1694967054.0,1701557627.0,1680833243.0,1700134771.0,1632515589.0,1701880181.0,1682955635.0,1700510822.0
1688586417.0,1700753278.0,1701273755.0,1698799714.0,1696315293.0,1675622716.0,1681485772.0,1699534221.0,1701614484.0,1695069383.0,1699283937.0,1688004930.0,1698159923.0,1701422421.0,1701025535.0,1694686740.0,1695926681.0,1694748387.0,1701516025.0,1680790072.0,1700091197.0,1632438465.0,1701880072.0,1682792514.0,1700508357.0
1688586097.0,1700747682.0,1701270495.0,1698799629.0,1696314146.0,1675399182.0,1681413432.0,1699534178.0,1701614342.0,1694991681.0,1699283710.0,1687999367.0,1698157069.0,1701417608.0,1701025336.0,1694643097.0,1695851612.0,1694481892.0,1701457493.0,1680790023.0,1700091105.0,1632438243.0,1701841653.0,1682716562.0,1700507514.0
1688401818.0,1700745843.0,1701269955.0,1698799448.0,1696314068.0,1675387838.0,1681322627.0,1699534115.0,1701613498.0,1694991397.0,1699283611.0,1687979150.0,1698109213.0,1701417304.0,1701024232.0,1694631208.0,1695502073.0,1694471326.0,1701455464.0,1680789714.0,1700064554.0,1632332450.0,1701828927.0,1682516843.0,1700507198.0
1684634410.0,1700745715.0,1701265548.0,1698793761.0,1696273042.0,1675382478.0,1680968650.0,1699495400.0,1701613361.0,1694991344.0,1699277129.0,1687941290.0,1697768485.0,1701416780.0,1701024016.0,1694607583.0,1695323818.0,1694369381.0,1701443802.0,1680768099.0,1700055142.0,1632279461.0,1701778682.0,1682511810.0,1700506952.0
1682088760.0,1700740741.0,1701262152.0,1698793560.0,1696259505.0,1675377309.0,1680952237.0,1699492183.0,1701608010.0,1694746163.0,1699277046.0,1687933979.0,1697747497.0,1701411719.0,1700965241.0,1694100720.0,1695323782.0,1694361388.0,1701443523.0,1680768043.0,1700012633.0,1632265628.0,1701635656.0,1682357207.0,1700506667.0
1681527063.0,1700739065.0,1701261913.0,1698793354.0,1696184395.0,1675377189.0,1680911400.0,1699492175.0,1701607944.0,1694739673.0,1699277018.0,1687932481.0,1697747441.0,1701398490.0,1700964856.0,1694099981.0,1695242490.0,1694359770.0,1701437701.0,1680766239.0,1700012568.0,1631993407.0,1701625136.0,1682260412.0,1700418892.0
1681480577.0,1700683226.0,1701232415.0,1698766940.0,1696171172.0,1675364353.0,1680911027.0,1699485513.0,1701571721.0,1694739330.0,1699272395.0,1687903602.0,1697719656.0,1701397677.0,1700964662.0,1694021059.0,1695241432.0,1694359482.0,1701437431.0,1680613475.0,1700012431.0,1631803929.0,1701623840.0,1682204488.0,1700359088.0
1681473340.0,1700655219.0,1701232220.0,1698755887.0,1696143390.0,1675300955.0,1680786162.0,1699485305.0,1701540051.0,1694737179.0,1699272370.0,1687740101.0,1697635034.0,1701397650.0,1700964560.0,1694009231.0,1695226736.0,1694309633.0,1701392890.0,1680605460.0,1700012404.0,1631753524.0,1701623544.0,1682204445.0,1700346629.0
1681133491.0,1700608289.0,1701231875.0,1698694522.0,1696096346.0,1675300896.0,1679918206.0,1699477763.0,1701539406.0,1694710130.0,1699272349.0,1687506323.0,1697545814.0,1701397431.0,1700936065.0,1693926414.0,1695220322.0,1694300294.0,1701373412.0,1680462696.0,1699974584.0,1631750576.0,1701614473.0,1682204400.0,1700343884.0
1681088043.0,1700601656.0,1701231702.0,1698682459.0,1696095941.0,1675299257.0,1679917261.0,1699477613.0,1701539299.0,1694709444.0,1699271645.0,1687481218.0,1697488964.0,1701372440.0,1700935658.0,1693913245.0,1695153728.0,1694289315.0,1701271518.0,1680462316.0,1699957348.0,1631749050.0,1701608831.0,1682203534.0,1700271359.0
1681059847.0,1700580555.0,1701231649.0,1698673740.0,1696093701.0,1675298923.0,1679841852.0,1699271850.0,1701539237.0,1694709254.0,1699271589.0,1687479448.0,1697483031.0,1701372153.0,1700935567.0,1693857870.0,1695081765.0,1693939647.0,1701263239.0,1680224437.0,1699957174.0,1631748837.0,1701605018.0,1682201997.0,1700271236.0
1680905923.0,1700580119.0,1701231428.0,1698636122.0,1696020409.0,1675298606.0,1679840219.0,1699056890.0,1701538981.0,1694656238.0,1699269622.0,1687393879.0,1697166845.0,1701371990.0,1700932665.0,1693824449.0,1695081732.0,1693937698.0,1701249276.0,1680165158.0,1699952640.0,1631748570.0,1701533563.0,1682193924.0,1700266232.0
